Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM)
136.02709865570068,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
136.55501317977905,23.0,0.0,19.12,20.72,21.13,,21.13,-10.0
137.02230429649353,23.0,0.0,19.12,20.72,21.13,,21.13,-10.0
137.516517162323,23.0,0.0,19.17,20.69,21.13,,21.13,-10.0
138.02746295928955,23.0,0.0,19.17,20.72,21.13,,21.13,-10.0
138.81023526191711,23.0,0.0,19.12,20.69,21.13,,21.13,-10.0
139.25264716148376,23.0,0.0,19.12,20.69,21.09,,21.09,-10.0
139.646564245224,23.0,0.0,19.12,20.69,21.13,,21.13,-10.0
140.06390404701233,23.0,0.0,19.12,20.69,21.13,,21.13,-10.0
140.5305917263031,23.0,0.0,19.12,20.69,21.13,,21.13,-10.0
141.15662217140198,23.0,0.0,19.12,20.69,21.09,,21.09,-10.0
141.9387834072113,23.0,0.0,19.12,20.69,21.09,,21.09,-10.0
142.32368063926697,23.0,0.0,19.12,20.69,21.09,,21.09,-10.0
142.70585107803345,23.0,0.0,19.12,20.69,21.09,,21.09,-10.0
143.08028864860535,23.0,0.0,19.12,20.66,21.09,,21.09,-10.0
143.54889130592346,23.0,0.0,19.12,20.66,21.09,,21.09,-10.0
144.04654908180237,23.0,0.0,19.12,20.66,21.09,,21.09,-10.0
144.53859496116638,23.0,0.0,19.12,20.69,21.09,,21.09,-10.0
145.03941774368286,23.0,0.0,19.12,20.66,21.09,,21.09,-10.0
145.54693269729614,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
146.04658317565918,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
146.55744981765747,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
147.05552124977112,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
147.5478286743164,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
148.0622217655182,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
148.56325316429138,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
149.05656671524048,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
149.5558295249939,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
150.0555305480957,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
150.56543564796448,23.0,0.0,19.08,20.66,21.05,,21.05,-10.0
151.05970287322998,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
151.5635883808136,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
152.06358098983765,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
152.5721037387848,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
153.06446504592896,23.0,0.0,19.08,20.62,21.02,,21.02,-10.0
153.5782961845398,23.0,0.0,19.08,20.62,21.05,,21.05,-10.0
154.07111358642578,23.0,0.0,19.08,20.62,21.02,,21.02,-10.0
154.57280111312866,23.0,0.0,19.03,20.62,21.02,,21.02,-10.0
155.07858681678772,23.0,0.0,19.08,20.62,21.02,,21.02,-10.0
155.57928347587585,23.0,0.0,19.03,20.62,21.02,,21.02,-10.0
156.08069491386414,23.0,0.0,19.03,20.62,21.02,,21.02,-10.0
156.57228112220764,23.0,0.0,19.03,20.59,21.02,,21.02,-10.0
157.07284307479858,23.0,0.0,19.08,20.62,21.02,,21.02,-10.0
157.5769283771515,23.0,0.0,19.08,20.62,21.02,,21.02,-10.0
158.08146691322327,23.0,0.0,19.03,20.59,21.02,,21.02,-10.0
158.59372115135193,23.0,0.0,19.03,20.59,21.02,,21.02,-10.0
159.08569025993347,23.0,0.0,19.03,20.59,21.02,,21.02,-10.0
159.59438276290894,23.0,0.0,19.03,20.59,21.02,,21.02,-10.0
160.07873487472534,23.0,0.0,19.03,20.59,21.02,,21.02,-10.0
160.5928647518158,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
161.09687161445618,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
161.59655356407166,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
162.90836644172668,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
163.42854619026184,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
163.8401894569397,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
164.27252435684204,23.0,0.0,19.03,20.55,20.98,,20.98,-10.0
164.82075452804565,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
165.4010031223297,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
165.7984094619751,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
166.2063398361206,23.0,0.0,19.03,20.59,20.98,,20.98,-10.0
166.6355082988739,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
167.01597929000854,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
167.4060230255127,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
167.82475662231445,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
168.23349475860596,23.0,0.0,18.99,20.59,20.98,,20.98,-10.0
168.6215569972992,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
169.10919070243835,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
169.60755157470703,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
170.1097550392151,23.0,0.0,18.99,20.52,20.98,,20.98,-10.0
170.60823774337769,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
171.11864566802979,23.0,0.0,18.99,20.55,20.95,,20.95,-10.0
171.6168670654297,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
172.11356234550476,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
172.629460811615,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
173.12559700012207,23.0,0.0,18.99,20.55,20.95,,20.95,-10.0
173.6330680847168,23.0,0.0,18.99,20.55,20.95,,20.95,-10.0
174.14781832695007,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
174.6263530254364,23.0,0.0,18.99,20.55,20.98,,20.98,-10.0
175.12965369224548,23.0,0.0,18.99,20.55,20.95,,20.95,-10.0
175.8553822040558,23.0,0.0,18.99,20.55,20.95,,20.95,-10.0
176.23230004310608,23.0,0.0,18.99,20.55,20.95,,20.95,-10.0
176.64423418045044,23.0,0.0,18.99,20.52,20.95,,20.95,-10.0
177.1329743862152,23.0,0.0,18.99,20.52,20.95,,20.95,-10.0
